CustomerID,AccountNumber,CustomerName,Industry,Region,AccountManagerID,FirstDrawnDate,CreditLimit,PaymentTermsDays,CustomerStatus
304,100304,Nova Groundworks Ltd,Courier,North East,7,2024-06-22,7500,14,Active
305,100305,Metro Transport Ltd,Construction,North East,7,2024-10-09,50000,14,Active
306,100306,Summit Distribution Ltd,Waste Management,South East,11,2025-08-31,150000,7,Active
307,100307,Bridgeway Fleet Services Ltd,Haulage,Wales,6,2025-09-27,50000,14,Active
308,100308,Horizon Recycling Ltd,Plant Hire,South West,12,2025-09-09,10000,14,Active
309,100309,Pioneer Distribution Ltd,Waste Management,London,4,2024-11-29,50000,14,Active
310,100310,Pioneer Distribution Ltd,Construction,South East,3,2025-11-29,100000,7,Active
311,100311,Arrow Plant Hire Ltd,Facilities,South West,5,2025-02-22,75000,7,Active
312,100312,Harbour Fleet Services Ltd,Plant Hire,Wales,6,2024-03-16,75000,30,Active
313,100313,Pioneer Groundworks Ltd,Retail Distribution,Wales,6,2025-01-03,100000,30,Active
314,100314,Summit Haulage Ltd,Courier,Scotland,8,2025-10-24,150000,7,Active
315,100315,Greenacre Civil Engineering Ltd,Agriculture,Wales,6,2024-01-11,5000,14,Active
316,100316,Nova Groundworks Ltd,Retail Distribution,South East,11,2025-01-18,50000,14,Active
317,100317,Westbrook Groundworks Ltd,Plant Hire,Scotland,8,2025-05-09,5000,14,Active
318,100318,Summit Haulage Ltd,Plant Hire,Scotland,8,2024-12-17,75000,7,Active
319,100319,Mercury Facilities Ltd,Construction,London,4,2024-11-22,5000,14,Dormant
320,100320,Centurion Haulage Ltd,Haulage,Scotland,8,2025-11-24,7500,30,Active
321,100321,Oakfield Groundworks Ltd,Plant Hire,Scotland,8,2025-04-18,10000,14,Active
322,100322,Oakfield Civil Engineering Ltd,Coach & Bus,Midlands,1,2025-04-05,150000,14,Active
323,100323,Centurion Plant Hire Ltd,Courier,South West,5,2025-08-14,5000,30,Active
324,100324,Bluebird Plant Hire Ltd,Facilities,North West,10,2025-11-17,75000,30,Active
325,100325,Bluebird Recycling Ltd,Coach & Bus,Wales,6,2024-12-22,25000,14,Active
326,100326,Beacon Fleet Services Ltd,Manufacturing,North West,2,2024-11-16,5000,7,Active
327,100327,Oakfield Distribution Ltd,Plant Hire,Wales,6,2025-09-02,7500,30,Active
328,100328,Oakfield Facilities Ltd,Retail Distribution,North East,7,2025-05-16,15000,7,Active
329,100329,Beacon Facilities Ltd,Manufacturing,Midlands,9,2024-01-10,75000,7,Active
330,100330,Pioneer Groundworks Ltd,Retail Distribution,London,4,2025-12-02,75000,14,Active
331,100331,Arrow Facilities Ltd,Plant Hire,North West,2,2024-08-13,15000,7,Active
332,100332,Kingsway Fleet Services Ltd,Plant Hire,London,4,2025-07-16,100000,7,Active
333,100333,Sterling Groundworks Ltd,Agriculture,Midlands,9,2025-07-13,10000,14,Active
334,100334,Beacon Plant Hire Ltd,Waste Management,Midlands,9,2024-09-26,25000,7,Active
335,100335,Falcon Plant Hire Ltd,Courier,Scotland,8,2024-06-18,150000,7,Active
336,100336,Beacon Plant Hire Ltd,Haulage,Scotland,8,2025-09-03,100000,7,Active
337,100337,Centurion Fleet Services Ltd,Waste Management,South West,5,2024-05-18,50000,7,Active
338,100338,Clearway Transport Ltd,Plant Hire,South East,3,2025-12-29,25000,7,Active
339,100339,Premier Civil Engineering Ltd,Facilities,North East,7,2025-10-04,50000,14,Active
340,100340,Greenacre Haulage Ltd,Coach & Bus,South West,12,2025-04-10,75000,14,Active
341,100341,Clearway Haulage Ltd,Facilities,Scotland,8,2025-07-01,50000,7,Active
342,100342,Beacon Plant Hire Ltd,Facilities,South West,12,2024-10-17,25000,30,Active
343,100343,Westbrook Facilities Ltd,Agriculture,Midlands,1,2024-04-11,75000,7,Active
344,100344,Clearway Transport Ltd,Facilities,London,4,2025-03-14,10000,30,Active
345,100345,Rapid Fleet Services Ltd,Plant Hire,South West,5,2025-11-01,25000,14,Active
346,100346,Premier Transport Ltd,Haulage,Wales,6,2025-12-17,10000,14,Active
347,100347,Centurion Haulage Ltd,Haulage,South East,11,2024-03-20,7500,30,Active
348,100348,Premier Facilities Ltd,Haulage,Midlands,9,2024-05-03,50000,30,Active
349,100349,Summit Plant Hire Ltd,Coach & Bus,North West,2,2024-04-15,25000,14,Active
350,100350,Bridgeway Civil Engineering Ltd,Plant Hire,North East,7,2025-06-27,150000,7,Active
351,100351,Oakfield Facilities Ltd,Agriculture,South East,3,2025-02-25,150000,30,Active
352,100352,Redstone Haulage Ltd,Construction,North East,7,2025-08-26,50000,14,Active
353,100353,Bluebird Transport Ltd,Courier,South West,5,2024-09-11,100000,30,Active
354,100354,Silverline Fleet Services Ltd,Haulage,South West,5,2025-06-14,150000,30,Active
355,100355,Pioneer Fleet Services Ltd,Haulage,South East,11,2025-01-30,5000,7,Active
356,100356,Silverline Haulage Ltd,Retail Distribution,Midlands,9,2024-11-20,7500,14,Active
357,100357,Westbrook Civil Engineering Ltd,Agriculture,North East,7,2024-03-15,2500,30,Dormant
358,100358,Sterling Plant Hire Ltd,Haulage,Midlands,9,2025-06-02,15000,30,Active
359,100359,Albion Civil Engineering Ltd,Coach & Bus,Wales,6,2025-10-17,100000,30,Active
360,100360,Sterling Haulage Ltd,Waste Management,North West,2,2024-06-08,100000,14,Active
361,100361,Greenacre Haulage Ltd,Waste Management,Wales,6,2024-02-29,10000,7,Active
362,100362,Falcon Facilities Ltd,Manufacturing,Midlands,9,2025-11-13,7500,7,Dormant
363,100363,Bridgeway Logistics Ltd,Plant Hire,London,4,2025-06-19,100000,30,Active
364,100364,Mercury Transport Ltd,Waste Management,North West,2,2024-12-09,50000,14,Active
365,100365,Sterling Recycling Ltd,Construction,London,4,2025-06-07,25000,7,Active
366,100366,Westbrook Transport Ltd,Agriculture,North East,7,2024-04-15,150000,30,Active
367,100367,Harbour Groundworks Ltd,Haulage,Midlands,1,2024-09-07,2500,14,Active
368,100368,Atlas Transport Ltd,Plant Hire,Midlands,9,2024-08-17,25000,7,Active
369,100369,Nova Distribution Ltd,Waste Management,North West,10,2024-05-02,100000,30,Active
370,100370,Oakfield Plant Hire Ltd,Retail Distribution,Midlands,9,2024-03-11,75000,14,Active
371,100371,Northgate Distribution Ltd,Construction,London,4,2025-01-12,10000,14,Active
372,100372,Northgate Recycling Ltd,Courier,London,4,2025-08-28,75000,7,Active
373,100373,Kingsway Plant Hire Ltd,Plant Hire,Midlands,9,2024-01-25,10000,30,Active
374,100374,Beacon Logistics Ltd,Agriculture,Midlands,9,2024-11-10,5000,7,Active
375,100375,Harbour Civil Engineering Ltd,Facilities,Midlands,1,2025-12-29,15000,7,Dormant
376,100376,Harbour Groundworks Ltd,Coach & Bus,Scotland,8,2024-03-27,150000,7,Active
377,100377,Greenacre Civil Engineering Ltd,Construction,Midlands,9,2025-11-09,7500,7,At Risk
378,100378,Clearway Distribution Ltd,Coach & Bus,Scotland,8,2025-04-08,15000,7,Dormant
379,100379,Redstone Transport Ltd,Manufacturing,North West,2,2024-04-18,7500,14,Active
380,100380,Horizon Haulage Ltd,Retail Distribution,Scotland,8,2025-04-07,15000,14,Active
381,100381,Falcon Haulage Ltd,Plant Hire,South West,5,2024-08-08,25000,7,Active
382,100382,Harbour Distribution Ltd,Coach & Bus,Midlands,9,2024-09-23,7500,7,Active
383,100383,Clearway Facilities Ltd,Retail Distribution,South East,3,2025-04-18,5000,7,Active
384,100384,Crown Plant Hire Ltd,Plant Hire,South East,11,2025-01-16,5000,30,Active
385,100385,Atlas Haulage Ltd,Haulage,North West,2,2025-10-23,75000,7,Active
386,100386,Clearway Distribution Ltd,Construction,Midlands,9,2024-02-21,7500,30,Active
387,100387,Nova Civil Engineering Ltd,Facilities,Midlands,9,2025-11-30,50000,7,Active
388,100388,Atlas Transport Ltd,Waste Management,South West,12,2024-06-01,2500,30,Active
389,100389,Harbour Fleet Services Ltd,Facilities,Wales,6,2024-03-03,5000,14,Active
390,100390,Horizon Plant Hire Ltd,Retail Distribution,South East,3,2025-01-26,25000,14,Active
391,100391,Metro Distribution Ltd,Manufacturing,Scotland,8,2024-10-03,7500,7,Active
392,100392,Harbour Logistics Ltd,Waste Management,Midlands,9,2025-06-26,25000,30,Active
393,100393,Oakfield Haulage Ltd,Courier,South East,11,2025-06-30,2500,7,Active
394,100394,Phoenix Civil Engineering Ltd,Agriculture,North East,7,2024-08-30,150000,14,Active
395,100395,Centurion Distribution Ltd,Manufacturing,Midlands,9,2025-08-04,150000,7,Active
396,100396,Redstone Facilities Ltd,Retail Distribution,South West,5,2025-05-17,2500,7,Dormant
397,100397,Silverline Plant Hire Ltd,Haulage,London,4,2024-12-05,150000,7,Active
398,100398,Bluebird Transport Ltd,Agriculture,Midlands,1,2024-05-31,150000,30,Active
399,100399,Albion Haulage Ltd,Retail Distribution,Scotland,8,2025-01-17,50000,30,Active
400,100400,Northgate Distribution Ltd,Plant Hire,North East,7,2025-10-16,75000,30,Active
401,100401,Centurion Groundworks Ltd,Manufacturing,Scotland,8,2025-11-12,150000,7,Active
402,100402,Nova Fleet Services Ltd,Plant Hire,North East,7,2025-12-19,150000,14,Active
403,100403,Albion Recycling Ltd,Haulage,North East,7,2025-09-18,10000,30,Active
404,100404,ALBION RECYCLING LIMITED,Plant Hire,Scotland,8,2024-08-31,25000,14,Active
405,100405,Rapid Haulage Ltd,Agriculture,London,4,2024-09-28,10000,7,Active
406,100406,Mercury Fleet Services Ltd,Construction,Midlands,1,2025-01-30,75000,30,Active
407,100407,Oakfield Civil Engineering Ltd,Facilities,Wales,6,2025-07-13,50000,7,Active
408,100408,Phoenix Recycling Ltd,Courier,North East,7,2024-03-16,2500,14,Dormant
409,100409,Sterling Haulage Ltd,Construction,Scotland,8,2025-01-19,7500,30,Dormant
410,100410,Rapid Haulage Ltd,Agriculture,London,4,2025-03-17,7500,30,Active
411,100411,Oakfield Logistics Ltd,Construction,Scotland,8,2024-07-13,50000,30,Active
412,100412,Atlas Groundworks Ltd,Waste Management,South West,12,2024-08-31,5000,7,Active
413,100413,Kingsway Facilities Ltd,Plant Hire,Midlands,9,2024-01-04,50000,7,Active
414,100414,Premier Recycling Ltd,Facilities,South East,3,2024-01-27,10000,7,Active
415,100415,Summit Facilities Ltd,Construction,South West,12,2025-04-27,75000,30,Active
416,100416,Greenacre Groundworks Ltd,Coach & Bus,North East,7,2025-01-25,25000,7,Active
417,100417,Sterling Facilities Ltd,Facilities,South West,5,2024-10-02,150000,7,Active
418,100418,Centurion Haulage Ltd,Construction,Scotland,8,2025-08-26,10000,30,Dormant
419,100419,Pioneer Groundworks Ltd,Coach & Bus,London,4,2025-05-02,15000,7,Active
420,100420,Clearway Logistics Ltd,Retail Distribution,North East,7,2025-04-04,7500,7,Active
421,100421,Phoenix Plant Hire Ltd,Plant Hire,Midlands,9,2024-03-21,50000,7,Active
422,100422,Greenacre Transport Ltd,Manufacturing,South West,12,2024-03-09,5000,14,Active
423,100423,Kingsway Distribution Ltd,Waste Management,London,4,2025-12-18,150000,30,Active
424,100424,Horizon Haulage Ltd,Coach & Bus,North East,7,2025-08-03,150000,30,Active
425,100425,Falcon Haulage Ltd,Manufacturing,North West,10,2025-07-02,25000,14,Active
426,100426,Greenacre Facilities Ltd,Manufacturing,London,4,2024-06-25,15000,14,Active
427,100427,Silverline Civil Engineering Ltd,Haulage,Wales,6,2025-12-08,10000,7,Active
428,100428,Atlas Fleet Services Ltd,Agriculture,Midlands,9,2024-11-06,15000,14,Active
429,100429,Clearway Haulage Ltd,Courier,North East,7,2025-03-29,25000,14,Active
430,100430,Silverline Haulage Ltd,Courier,London,4,2025-02-20,75000,30,Active
431,100431,Beacon Logistics Ltd,Retail Distribution,North East,7,2024-11-14,100000,14,Active
432,100432,Clearway Groundworks Ltd,Manufacturing,Midlands,1,2024-07-16,10000,7,Active
433,100433,Arrow Logistics Ltd,Agriculture,South East,11,2025-01-12,75000,30,Active
434,100434,Atlas Haulage Ltd,Haulage,South East,11,2025-05-15,150000,14,Active
435,100435,Clearway Facilities Ltd,Manufacturing,Scotland,8,2024-06-16,15000,30,Active
436,100436,Summit Fleet Services Ltd,Haulage,Wales,6,2024-06-15,150000,7,Active
437,100437,Greenacre Plant Hire Ltd,Courier,South West,12,2025-06-09,2500,30,Dormant
438,100438,Atlas Transport Ltd,Plant Hire,Midlands,1,2024-09-15,150000,14,Active
439,100439,Centurion Fleet Services Ltd,Coach & Bus,Wales,6,2025-04-15,15000,7,Active
440,100440,Premier Groundworks Ltd,Manufacturing,Wales,6,2024-01-08,100000,30,Active
441,100441,Beacon Distribution Ltd,Retail Distribution,South West,12,2025-12-01,5000,14,Dormant
442,100442,Sterling Distribution Ltd,Waste Management,South West,12,2024-07-11,7500,30,Active
443,100443,Rapid Logistics Ltd,Manufacturing,Wales,6,2025-11-28,7500,30,Dormant
444,100444,Metro Fleet Services Ltd,Waste Management,Wales,6,2025-02-01,2500,30,Active
445,100445,Westbrook Plant Hire Ltd,Agriculture,South East,11,2025-11-18,25000,30,Active
446,100446,Oakfield Groundworks Ltd,Plant Hire,South West,5,2025-04-27,7500,30,Active
447,100447,Phoenix Groundworks Ltd,Plant Hire,Scotland,8,2024-08-15,25000,7,Active
448,100448,Northgate Civil Engineering Ltd,Agriculture,Scotland,8,2025-08-22,15000,14,Active
449,100449,Metro Logistics Ltd,Manufacturing,North West,10,2024-07-18,100000,7,Active
450,100450,Pioneer Groundworks Ltd,Waste Management,Wales,6,2024-06-03,7500,7,Active
451,100451,Westbrook Facilities Ltd,Plant Hire,Scotland,8,2024-03-23,75000,14,Active
452,100452,Oakfield Distribution Ltd,Haulage,Midlands,9,2024-10-07,10000,7,Active
453,100453,Oakfield Facilities Ltd,Construction,North East,7,2025-10-10,50000,14,Active
454,100454,Metro Civil Engineering Ltd,Haulage,Midlands,1,2025-01-17,2500,14,Active
455,100455,Evergreen Plant Hire Ltd,Haulage,Midlands,1,2024-08-19,25000,14,Active
456,100456,Pioneer Groundworks Ltd,Manufacturing,South West,5,2024-03-07,2500,14,Active
457,100457,Arrow Groundworks Ltd,Manufacturing,Scotland,8,2025-12-04,7500,14,Active
458,100458,Metro Distribution Ltd,Courier,North East,7,2024-01-20,10000,7,Active
459,100459,Bridgeway Plant Hire Ltd,Haulage,North East,7,2025-01-10,2500,14,Active
460,100460,Sterling Groundworks Ltd,Manufacturing,Midlands,1,2025-11-08,5000,30,Active
461,100461,Crown Haulage Ltd,Coach & Bus,London,4,2024-05-06,100000,14,Active
462,100462,Bridgeway Plant Hire Ltd,Haulage,South West,12,2025-11-08,5000,30,Active
463,100463,Silverline Recycling Ltd,Plant Hire,Wales,6,2025-06-07,150000,7,Active
464,100464,Phoenix Haulage Ltd,Facilities,South East,3,2024-09-26,100000,7,Active
465,100465,Horizon Fleet Services Ltd,Plant Hire,Midlands,9,2024-07-31,75000,14,Active
466,100466,Apex Haulage Ltd,Construction,London,4,2024-04-02,100000,7,Active
467,100467,Falcon Fleet Services Ltd,Courier,London,4,2024-09-27,75000,7,Active
468,100468,Oakfield Logistics Ltd,Waste Management,Scotland,8,2025-03-12,5000,7,Active
469,100469,Rapid Logistics Ltd,Haulage,North East,7,2024-12-02,25000,14,Active
470,100470,Sterling Haulage Ltd,Agriculture,Scotland,8,2024-04-26,50000,14,Active
471,100471,Sterling Civil Engineering Ltd,Facilities,Wales,6,2024-04-25,7500,30,Active
472,100472,Clearway Transport Ltd,Construction,Wales,6,2025-08-05,75000,7,Active
473,100473,Albion Distribution Ltd,Manufacturing,Midlands,1,2025-05-09,75000,7,Active
474,100474,Arrow Logistics Ltd,Construction,South West,12,2024-01-13,100000,30,Active
475,100475,Westbrook Plant Hire Ltd,Agriculture,North West,10,2025-11-08,10000,14,Active
476,100476,Premier Civil Engineering Ltd,Plant Hire,Midlands,1,2025-10-20,7500,30,Active
477,100477,Clearway Facilities Ltd,Plant Hire,North West,10,2024-11-24,10000,14,Active
478,100478,Crown Groundworks Ltd,Courier,Wales,6,2024-08-28,5000,14,Active
479,100479,Westbrook Facilities Ltd,Construction,London,4,2024-11-19,5000,14,Active
480,100480,Apex Haulage Ltd,Coach & Bus,Wales,6,2025-07-24,100000,7,Active
481,100481,Phoenix Recycling Ltd,Manufacturing,South West,5,2025-11-01,75000,14,Active
482,100482,Crown Plant Hire Ltd,Facilities,Scotland,8,2025-11-03,25000,30,Active
483,100483,Falcon Plant Hire Ltd,Haulage,Scotland,8,2025-10-10,15000,30,Active
484,100484,Centurion Haulage Ltd,Haulage,North East,7,2024-05-23,50000,7,Active
485,100485,Redstone Plant Hire Ltd,Construction,Wales,6,2025-04-13,10000,30,Active
486,100486,Albion Civil Engineering Ltd,Haulage,North West,10,2025-04-13,150000,30,Active
487,100487,Metro Logistics Ltd,Retail Distribution,Midlands,9,2025-08-22,75000,30,Active
488,100488,Atlas Transport Ltd,Manufacturing,North East,7,2024-04-16,50000,30,Active
489,100489,Rapid Distribution Ltd,Retail Distribution,Wales,6,2025-09-15,10000,14,Active
490,100490,Bluebird Fleet Services Ltd,Facilities,North East,7,2025-02-26,150000,30,Active
491,100491,Evergreen Fleet Services Ltd,Retail Distribution,Scotland,8,2024-07-24,10000,30,Active
492,100492,Premier Distribution Ltd,Plant Hire,North East,7,2025-12-28,5000,14,Active
493,100493,Westbrook Recycling Ltd,Coach & Bus,South West,12,2024-01-14,100000,7,Dormant
494,100494,Bridgeway Logistics Ltd,Haulage,South East,11,2024-06-13,15000,30,Active
495,100495,Beacon Logistics Ltd,Waste Management,South East,3,2025-01-02,75000,7,Active
496,100496,Premier Groundworks Ltd,Courier,Wales,6,2025-06-07,15000,30,Active
497,100497,Atlas Civil Engineering Ltd,Coach & Bus,Wales,6,2025-07-19,2500,7,Active
498,100498,Redstone Recycling Ltd,Facilities,South East,11,2025-08-25,100000,30,Active
499,100499,Albion Plant Hire Ltd,Waste Management,London,4,2025-11-30,5000,7,Active
500,100500,Nova Groundworks Ltd,Construction,Wales,6,2025-03-14,15000,30,Active
501,100501,Oakfield Recycling Ltd,Waste Management,Midlands,9,2025-04-22,7500,7,Active
502,100502,Bluebird Recycling Ltd,Haulage,South West,12,2025-08-09,100000,14,Dormant
503,100503,Centurion Distribution Ltd,Retail Distribution,South East,3,2025-06-17,5000,30,Active
504,100504,Kingsway Groundworks Ltd,Coach & Bus,North West,10,2024-08-14,10000,30,Active
505,100505,KINGSWAY GROUNDWORKS LIMITED,Courier,London,4,2024-04-27,25000,14,Active
506,100506,Greenacre Recycling Ltd,Manufacturing,South East,3,2025-11-29,25000,14,Active
507,100507,Falcon Civil Engineering Ltd,Waste Management,South West,5,2025-06-13,25000,30,Active
508,100508,Arrow Facilities Ltd,Haulage,South West,5,2024-11-24,100000,7,Active
509,100509,Oakfield Groundworks Ltd,Retail Distribution,Midlands,1,2024-08-03,10000,30,Active
510,100510,Falcon Plant Hire Ltd,Retail Distribution,Wales,6,2025-12-03,7500,7,Active
511,100511,Bluebird Logistics Ltd,Construction,North West,2,2024-07-01,15000,30,Dormant
512,100512,Beacon Plant Hire Ltd,Waste Management,Wales,6,2025-04-06,50000,14,Active
513,100513,Pioneer Haulage Ltd,Retail Distribution,Midlands,1,2025-08-22,2500,30,Active
514,100514,Mercury Groundworks Ltd,Construction,South West,12,2025-09-13,5000,14,Active
515,100515,Arrow Civil Engineering Ltd,Coach & Bus,Midlands,9,2024-06-09,100000,7,Active
516,100516,Pioneer Groundworks Ltd,Waste Management,North East,7,2025-11-24,25000,7,Active
517,100517,Kingsway Transport Ltd,Construction,Midlands,1,2025-08-09,150000,14,Active
518,100518,Summit Fleet Services Ltd,Courier,Scotland,8,2025-02-26,100000,7,Active
519,100519,Harbour Recycling Ltd,Waste Management,South East,3,2024-07-04,150000,7,Active
520,100520,Atlas Groundworks Ltd,Facilities,North West,10,2025-11-18,5000,14,Active
521,100521,Nova Recycling Ltd,Facilities,Scotland,8,2024-05-11,10000,7,Active
522,100522,Summit Plant Hire Ltd,Agriculture,London,4,2024-12-02,150000,30,Active
523,100523,Westbrook Transport Ltd,Manufacturing,Scotland,8,2025-03-14,7500,7,Active
524,100524,Phoenix Plant Hire Ltd,Coach & Bus,South West,12,2024-05-17,25000,14,Active
525,100525,Mercury Fleet Services Ltd,Facilities,North West,2,2025-10-23,150000,7,Active
526,100526,Clearway Transport Ltd,Retail Distribution,South East,11,2025-10-03,5000,30,Dormant
527,100527,Apex Groundworks Ltd,Haulage,Wales,6,2024-02-07,100000,14,Active
528,100528,Kingsway Facilities Ltd,Plant Hire,Scotland,8,2024-08-16,150000,30,Active
529,100529,Bridgeway Facilities Ltd,Retail Distribution,North West,10,2025-01-07,100000,7,Active
530,100530,Clearway Recycling Ltd,Plant Hire,North East,7,2024-06-12,7500,30,Active
531,100531,Premier Transport Ltd,Facilities,Scotland,8,2024-08-12,75000,7,Dormant
532,100532,Mercury Plant Hire Ltd,Haulage,South East,11,2025-02-01,75000,14,Active
533,100533,Crown Distribution Ltd,Construction,South West,12,2025-08-15,100000,30,Active
534,100534,Greenacre Civil Engineering Ltd,Agriculture,North West,10,2025-01-20,10000,30,Active
535,100535,Beacon Distribution Ltd,Facilities,London,4,2025-05-28,7500,14,Active
536,100536,Summit Groundworks Ltd,Waste Management,South East,3,2024-07-10,7500,14,Active
537,100537,Beacon Haulage Ltd,Courier,Wales,6,2024-04-26,75000,30,Active
538,100538,Redstone Recycling Ltd,Plant Hire,Wales,6,2024-09-06,2500,7,Active
539,100539,Oakfield Transport Ltd,Retail Distribution,Midlands,1,2024-02-27,7500,14,Active
540,100540,Evergreen Civil Engineering Ltd,Manufacturing,Midlands,9,2024-03-28,10000,14,Active
541,100541,Metro Facilities Ltd,Plant Hire,South East,11,2025-09-07,7500,30,Active
542,100542,Oakfield Recycling Ltd,Retail Distribution,South West,5,2025-12-03,25000,14,Active
543,100543,Summit Plant Hire Ltd,Coach & Bus,Wales,6,2024-04-21,2500,7,Active
544,100544,Atlas Groundworks Ltd,Coach & Bus,North East,7,2024-06-30,75000,30,Active
545,100545,Rapid Groundworks Ltd,Retail Distribution,North West,2,2025-05-08,7500,30,Active
546,100546,Apex Civil Engineering Ltd,Retail Distribution,Wales,6,2024-02-14,100000,14,Active
547,100547,Phoenix Facilities Ltd,Coach & Bus,Scotland,8,2025-03-11,7500,14,Active
548,100548,Harbour Haulage Ltd,Waste Management,Wales,6,2024-07-12,2500,30,Active
549,100549,Apex Recycling Ltd,Retail Distribution,North West,2,2025-01-19,10000,30,Active
550,100550,Horizon Distribution Ltd,Construction,North East,7,2025-10-29,150000,14,Active
551,100551,Kingsway Civil Engineering Ltd,Manufacturing,Scotland,8,2025-11-27,50000,7,Active
552,100552,Phoenix Groundworks Ltd,Facilities,North East,7,2025-07-26,100000,14,Active
553,100553,Northgate Recycling Ltd,Agriculture,Wales,6,2025-11-06,5000,30,Active
554,100554,Phoenix Transport Ltd,Construction,South East,11,2024-12-12,100000,30,Active
555,100555,Centurion Logistics Ltd,Plant Hire,Wales,6,2024-04-03,7500,14,Active
556,100556,Horizon Haulage Ltd,Construction,South West,5,2025-01-14,5000,30,Dormant
557,100557,Pioneer Civil Engineering Ltd,Manufacturing,South West,5,2024-06-28,75000,14,Dormant
558,100558,Clearway Groundworks Ltd,Waste Management,South East,3,2025-09-05,100000,30,Active
559,100559,Silverline Transport Ltd,Haulage,Scotland,8,2025-11-01,2500,7,Active
560,100560,Sterling Civil Engineering Ltd,Agriculture,Wales,6,2025-08-23,10000,30,Dormant
561,100561,Centurion Haulage Ltd,Construction,South West,12,2024-12-21,15000,7,Active
562,100562,Redstone Facilities Ltd,Coach & Bus,Midlands,9,2024-06-28,50000,30,Active
563,100563,Summit Groundworks Ltd,Waste Management,Scotland,8,2025-06-09,15000,30,Active
564,100564,Westbrook Fleet Services Ltd,Facilities,Wales,6,2024-09-06,25000,14,Active
565,100565,Rapid Recycling Ltd,Haulage,London,4,2024-09-21,5000,14,Active
566,100566,Harbour Plant Hire Ltd,Agriculture,Wales,6,2025-06-12,100000,7,Active
567,100567,Sterling Plant Hire Ltd,Waste Management,North West,10,2025-11-20,25000,7,Active
568,100568,Oakfield Facilities Ltd,Agriculture,Scotland,8,2025-08-10,15000,7,Active
569,100569,Premier Plant Hire Ltd,Facilities,South East,3,2024-09-04,15000,7,Active
570,100570,Beacon Plant Hire Ltd,Manufacturing,Scotland,8,2024-04-19,5000,7,Active
571,100571,Premier Facilities Ltd,Manufacturing,Midlands,1,2025-05-08,25000,30,Active
572,100572,Rapid Recycling Ltd,Waste Management,London,4,2025-06-07,15000,14,Active
573,100573,Westbrook Transport Ltd,Haulage,Wales,6,2025-07-07,2500,30,Active
574,100574,Clearway Transport Ltd,Facilities,North West,10,2024-11-19,2500,7,Active
575,100575,Pioneer Recycling Ltd,Construction,Scotland,8,2025-09-19,15000,7,Active
576,100576,Harbour Fleet Services Ltd,Facilities,Scotland,8,2024-07-07,75000,14,Active
577,100577,Centurion Distribution Ltd,Agriculture,Wales,6,2025-04-06,7500,30,Active
578,100578,Westbrook Plant Hire Ltd,Construction,South West,5,2025-07-22,50000,14,Active
579,100579,Phoenix Transport Ltd,Facilities,Midlands,1,2025-03-07,75000,7,Active
580,100580,Clearway Groundworks Ltd,Retail Distribution,Scotland,8,2024-11-03,15000,30,Active
581,100581,Crown Civil Engineering Ltd,Construction,North East,7,2024-08-08,15000,14,Active
582,100582,Falcon Facilities Ltd,Agriculture,South West,12,2025-01-03,100000,30,Active
583,100583,Sterling Distribution Ltd,Haulage,Wales,6,2024-12-25,150000,7,Active
584,100584,Greenacre Groundworks Ltd,Plant Hire,South West,12,2024-11-28,100000,14,Active
585,100585,Arrow Haulage Ltd,Coach & Bus,South West,12,2025-10-08,7500,7,Active
586,100586,Atlas Distribution Ltd,Coach & Bus,Wales,6,2024-03-22,7500,14,Active
587,100587,Bluebird Fleet Services Ltd,Waste Management,Wales,6,2025-03-31,25000,30,Active
588,100588,Arrow Civil Engineering Ltd,Plant Hire,North East,7,2024-05-08,10000,30,Active
589,100589,Nova Haulage Ltd,Courier,North East,7,2024-04-15,5000,7,Active
590,100590,Metro Groundworks Ltd,Haulage,Midlands,9,2025-06-20,5000,7,Active
591,100591,Bridgeway Haulage Ltd,Coach & Bus,South West,5,2024-09-10,15000,14,Active
592,100592,Bridgeway Groundworks Ltd,Plant Hire,Midlands,1,2025-11-10,25000,14,Active
593,100593,Arrow Groundworks Ltd,Waste Management,London,4,2025-12-15,100000,7,Active
594,100594,Arrow Recycling Ltd,Coach & Bus,South West,12,2025-05-08,100000,7,Active
595,100595,Arrow Fleet Services Ltd,Agriculture,Wales,6,2024-06-08,15000,7,Dormant
596,100596,Beacon Transport Ltd,Agriculture,South West,12,2025-07-01,2500,30,Active
597,100597,Albion Facilities Ltd,Waste Management,Midlands,9,2024-10-26,150000,7,Active
598,100598,Kingsway Distribution Ltd,Courier,Wales,6,2025-02-08,10000,7,Active
599,100599,Greenacre Civil Engineering Ltd,Coach & Bus,South East,11,2024-03-22,50000,30,Active
600,100600,Albion Recycling Ltd,Waste Management,South West,12,2025-02-26,10000,7,Active
601,100601,Northgate Haulage Ltd,Facilities,London,4,2025-12-18,150000,14,Active
602,100602,Apex Transport Ltd,Haulage,Midlands,1,2024-04-14,15000,14,Active
603,100603,Arrow Logistics Ltd,Courier,North West,2,2024-01-16,75000,7,Active
604,100604,Northgate Facilities Ltd,Agriculture,London,4,2024-12-04,5000,7,Dormant
605,100605,Albion Civil Engineering Ltd,Construction,London,4,2024-07-15,15000,14,Active
606,100606,Falcon Plant Hire Ltd,Coach & Bus,London,4,2024-02-04,10000,14,Active
607,100607,Falcon Groundworks Ltd,Courier,London,4,2025-11-28,15000,14,Active
